prb_alloc,DRB.UEThpUl,target_prb_ratio
32,3909.0,46
33,4009.0,46
53,5567.0,46
69,5479.0,46
62,5478.0,46
22,2881.0,46
4,427.0,46
32,3941.0,46
54,5550.0,46
93,5460.0,46
56,5452.0,46
35,4249.0,46
51,5516.0,46
93,5449.0,46
61,5494.0,46
48,5523.0,46
62,5627.0,46
78,5477.0,46
85,5763.0,46
61,5494.0,46
45,5498.0,46
52,5495.0,46
49,5529.0,46
97,5452.0,46
8,1002.0,46
41,4955.0,46
49,5535.0,46
55,5475.0,46
28,3546.0,46
3,0.0,46
99,5448.0,46
41,4935.0,46
7,778.0,46
85,5501.0,46
16,2074.0,46
1,0.0,46
73,5469.0,46
41,4951.0,46
36,4281.0,46
51,5465.0,46
4,430.0,46
82,5738.0,46
17,2031.0,46
81,5530.0,46
91,5579.0,46
32,3949.0,46
28,3519.0,46
66,5516.0,46
97,5482.0,46
4,430.0,46
57,5495.0,46
51,5467.0,46
34,4018.0,46
31,3904.0,46
71,5474.0,46
43,5338.0,46
61,5489.0,46
76,5487.0,46
69,5545.0,46
81,5514.0,46
98,5455.0,46
59,5460.0,46
98,5433.0,46
46,5550.0,46
52,5474.0,46
4,415.0,46
76,5510.0,46
45,5428.0,46
68,5497.0,46
55,5561.0,46
36,4239.0,46
29,3690.0,46
86,5546.0,46
33,4030.0,46
54,5557.0,46
70,5446.0,46
91,5490.0,46
43,5317.0,46
50,5488.0,46
23,2849.0,46
63,5505.0,46
59,5538.0,46
16,2040.0,46
66,5492.0,46
48,5515.0,46
99,5549.0,46
92,5470.0,46
20,2587.0,46
24,3081.0,46
12,1584.0,46
45,5595.0,46
42,5007.0,46
12,1577.0,46
89,5479.0,46
32,3929.0,46
41,4975.0,46
21,2606.0,46
6,762.0,46
64,5496.0,46
89,5489.0,46
82,5511.0,46
70,5524.0,46
8,1005.0,46
8,1005.0,46
48,5460.0,46
3,0.0,46
69,5492.0,46
3,0.0,46
36,4280.0,46
71,5573.0,46
91,5448.0,46
26,3324.0,46
29,3715.0,46
99,5455.0,46
36,4108.0,46
12,1539.0,46
67,5465.0,46
61,5497.0,46
13,1568.0,46
40,4638.0,46
10,1276.0,46
43,5353.0,46
74,5477.0,46
84,5461.0,46
53,5463.0,46
13,1571.0,46
87,5497.0,46
98,5454.0,46
5,432.0,46
73,5609.0,46
21,2701.0,46
17,2031.0,46
87,5455.0,46
97,5496.0,46
56,5491.0,46
37,4383.0,46
17,2050.0,46
71,5527.0,46
9,998.0,46
12,1564.0,46
59,5454.0,46
100,5466.0,46
62,5462.0,46
8,1002.0,46
28,3531.0,46
31,3919.0,46
16,2069.0,46
10,1311.0,46
23,2889.0,46
1,0.0,46
53,5527.0,46
91,5490.0,46
43,5352.0,46
30,3706.0,46
52,5517.0,46
9,997.0,46
49,5517.0,46
46,5664.0,46
91,5519.0,46
1,0.0,46
69,5534.0,46
32,3950.0,46
26,3331.0,46
10,1308.0,46
94,5468.0,46
14,1784.0,46
14,1787.0,46
65,5460.0,46
5,414.0,46
32,3923.0,46
97,5448.0,46
91,5497.0,46
76,5480.0,46
39,4662.0,46
88,5466.0,46
74,5518.0,46
33,4044.0,46
2,0.0,46
99,5494.0,46
40,4638.0,46
4,433.0,46
37,4423.0,46
72,5496.0,46
85,5453.0,46
22,2932.0,46
47,5513.0,46
7,773.0,46
49,5509.0,46
74,5453.0,46
63,5507.0,46
79,5474.0,46
8,999.0,46
85,5451.0,46
22,2838.0,46
15,1781.0,46
91,5467.0,46
71,5487.0,46
62,5490.0,46
3,0.0,46
74,5501.0,46
67,5537.0,46
45,5499.0,46
70,5463.0,46
2,0.0,46
30,3690.0,46
91,5450.0,46
39,4606.0,46
76,5428.0,46
43,5304.0,46
83,5508.0,46
61,5585.0,46
18,2365.0,46
72,5547.0,46
20,2595.0,46
89,5497.0,46
32,3928.0,46
27,3519.0,46
64,5478.0,46
92,5502.0,46
56,5481.0,46
8,1012.0,46
42,4952.0,46
89,5514.0,46
47,5492.0,46
84,5481.0,46
82,5482.0,46
1,0.0,46
76,5538.0,46
93,5544.0,46
28,3467.0,46
88,5436.0,46
13,1567.0,46
51,5494.0,46
86,5499.0,46
15,1783.0,46
74,5475.0,46
83,5510.0,46
31,3954.0,46
15,1776.0,46
77,5464.0,46
6,770.0,46
50,5502.0,46
87,5510.0,46
62,5470.0,46
99,5437.0,46
93,5476.0,46
59,5476.0,46
48,5552.0,46
44,5275.0,46
6,761.0,46
16,2053.0,46
16,2104.0,46
8,1029.0,46
24,3104.0,46
2,0.0,46
73,5599.0,46
9,1014.0,46
32,3950.0,46
26,3333.0,46
83,5435.0,46
17,1987.0,46
61,5490.0,46
1,0.0,46
26,3322.0,46
4,407.0,46
81,5453.0,46
61,5470.0,46
15,1788.0,46
11,1290.0,46
58,5495.0,46
18,2359.0,46
24,3082.0,46
42,4961.0,46
63,5509.0,46
62,5525.0,46
23,2831.0,46
17,2067.0,46
16,2068.0,46
26,3329.0,46
21,2632.0,46
26,3322.0,46
10,1261.0,46
18,2354.0,46
9,997.0,46
19,2303.0,46
39,4605.0,46
74,5519.0,46
100,5514.0,46
53,5472.0,46
62,5535.0,46
40,4659.0,46
1,0.0,46
67,5554.0,46
60,5584.0,46
65,5479.0,46
34,4004.0,46
25,3353.0,46
30,3671.0,46
68,5501.0,46
37,4382.0,46
67,5514.0,46
29,3654.0,46
56,5487.0,46
100,5463.0,46
15,1780.0,46
71,5490.0,46
94,5539.0,46
40,4680.0,46
66,5523.0,46
25,3336.0,46
56,5489.0,46
50,5541.0,46
5,432.0,46
11,1315.0,46
47,5500.0,46
6,773.0,46
38,4362.0,46
88,5464.0,46
77,5500.0,46
53,5562.0,46
49,5486.0,46
76,5488.0,46
55,5567.0,46
100,6700.0,46
27,3547.0,46
38,4367.0,46
62,5616.0,46
74,5513.0,46
63,5477.0,46
43,5350.0,46
6,770.0,46
57,5465.0,46
60,5486.0,46
94,5485.0,46
53,5524.0,46
5,408.0,46
76,5444.0,46
70,5543.0,46
36,4285.0,46
37,4406.0,46
45,5461.0,46
54,5472.0,46
88,5475.0,46
92,5433.0,46
37,4334.0,46
97,5438.0,46
40,4647.0,46
87,5528.0,46
9,997.0,46
77,5475.0,46
82,5469.0,46
75,5460.0,46
77,5458.0,46
65,5546.0,46
9,997.0,46
31,3955.0,46
35,4298.0,46
10,1318.0,46
62,5544.0,46
31,3931.0,46
19,2352.0,46
69,5520.0,46
96,5428.0,46
99,5482.0,46
30,3661.0,46
36,4257.0,46
70,5478.0,46
77,5446.0,46
89,5430.0,46
55,5464.0,46
87,5439.0,46
54,5505.0,46
36,4312.0,46
49,5311.0,46
80,5472.0,46
58,5537.0,46
82,5507.0,46
40,4588.0,46
25,3324.0,46
11,1318.0,46
72,5473.0,46
3,0.0,46
52,5504.0,46
85,5525.0,46
41,4838.0,46
88,5491.0,46
91,5492.0,46
6,765.0,46
57,5489.0,46
76,5496.0,46
58,5473.0,46
10,1296.0,46
33,4012.0,46
66,5501.0,46
16,2048.0,46
40,4594.0,46
40,4638.0,46
16,2052.0,46
5,423.0,46
34,4001.0,46
88,5477.0,46
98,5532.0,46
54,5491.0,46
69,5545.0,46
14,1777.0,46
11,1332.0,46
12,1590.0,46
17,2069.0,46
94,5475.0,46
19,2351.0,46
47,5492.0,46
66,5483.0,46
18,2362.0,46
54,5476.0,46
86,5495.0,46
99,5477.0,46
81,5552.0,46
64,5488.0,46
77,5512.0,46
23,2915.0,46
90,5489.0,46
51,5489.0,46
98,5461.0,46
62,5519.0,46
10,1285.0,46
31,3907.0,46
9,999.0,46
51,5470.0,46
25,3327.0,46
5,420.0,46
66,5500.0,46
21,2587.0,46
59,5466.0,46
43,5336.0,46
89,5478.0,46
42,5074.0,46
59,5497.0,46
10,1268.0,46
74,5458.0,46
69,5496.0,46
35,4187.0,46
71,5529.0,46
5,431.0,46
50,5555.0,46
56,5472.0,46
85,5435.0,46
98,5464.0,46
20,2586.0,46
72,5497.0,46
30,3797.0,46
84,5432.0,46
43,5288.0,46
28,3534.0,46
77,5483.0,46
53,5490.0,46
15,1779.0,46
9,996.0,46
79,5465.0,46
55,5463.0,46
20,2611.0,46
83,5497.0,46
92,5489.0,46
83,5458.0,46
49,5490.0,46
33,4016.0,46
17,2054.0,46
95,5471.0,46
11,1316.0,46
80,5489.0,46
27,3527.0,46
72,5513.0,46
93,5429.0,46
1,0.0,46
37,4393.0,46
48,5499.0,46
35,4252.0,46
33,4001.0,46
24,3136.0,46
50,5575.0,46
13,1550.0,46
33,3966.0,46
